"user","ideology"
"Jeromy_MB",NA
"Jerrold_Colton","0.612812991016627"
"Jerry_at_Rick","-1.47579102817917"
"jerrybattiste",NA
"jErvin_9",NA
"jesmaemarie",NA
"jesmendoza22",NA
"jesnyder23",NA
"jesran","-Inf"
"JessAgostinelli","-1.03643338949379"
"Jessakel_",NA
"JessaParn","1.22652812003661"
"jesse_wilson8","1.34075503369022"
"JesseCeja13",NA
"JesseCook101","-2.05374891063182"
"jessenia6c",NA
"jesshimes","-0.412463129441405"
"jessica_borla",NA
"jessicaamaarie_",NA
"jessicaatorales",NA
"jessicaaymee",NA
"JessicaCantu23",NA
"JessicaGnome",NA
"JessicaHumen","1.22652812003661"
"JessicaMominmn","-1.47579102817917"
"jessicanow","0.358458793251194"
"JessicaPSmalls",NA
"JessicaSerenity",NA
"jessie_ishmael",NA
"JessieKrzyzews1","1.22652812003661"
"JessieM86152855",NA
"JessiePal3",NA
"jesswelman","2.05374891063182"
"JesusAguirre99",NA
"jesusbhrist5",NA
"jet_ride",NA
"Jetra","-0.841621233572914"
"jetson_mcfooly",NA
"jettsett56",NA
"jevog73","1.22652812003661"
"jewsie_j",NA
"jfannin73",NA
"JFBenton3","-2.32634787404084"
"jfcleena",NA
"JFKPokerTD","-2.05374891063182"
"jflohr55","-2.05374891063182"
"Jfr3sh12","-1.1263911290388"
"JG0086",NA
"jgermain2380","1.22652812003661"
"jggvbs",NA
"JGHTX1996",NA
"JGomezHerrera","0.915365087842814"
"jgoverly","1.22652812003661"
"JH_Ringling",NA
"Jhebbz2",NA
"jhnw34","1.22652812003661"
"Jhobbs__","1.40507156030963"
"JHoffinCincy","0.915365087842814"
"jhovana_diaz",NA
"jhp10000","-2.32634787404084"
"JHxrden",NA
"jiangyibq","0.279319034447454"
"jill190",NA
"Jillian_OC","-2.05374891063182"
"JillxGro",NA
"jimbarker202","1.22652812003661"
"jimcolucci","-1.88079360815125"
"Jimenez8Crystal",NA
"JimGemmellNews","1.1263911290388"
"Jimin_trashly",NA
"JimKenefick","-1.64485362695147"
"JimKiebel","1.22652812003661"
"jimmybrah66",NA
"jimmyjohngreene",NA
"jimnixon727","-2.05374891063182"
"JimohSmooth94",NA
"JimQueen_","1.40507156030963"
"jimserenetree1","0.331853346436817"
"JimSholler",NA
"JimSinur",NA
"JinFoodie",NA
"jinxedpeach",NA
"jiovanniivey",NA
"JiraiyaBoy2",NA
"jjackiebaker","1.22652812003661"
"JJamesD","-2.32634787404084"
"jjaneharvey",NA
"jjenna_cyde",NA
"JJesseDiaz",NA
"Jjkc113","1.22652812003661"
"jjnjtjls2013",NA
"jjohnson16__",NA
"jjzach","-1.88079360815125"
"JKellicut","0.841621233572914"
"jkjk0202",NA
"jkloviee",NA
"jknuds13","1.64485362695147"
"jkroberts17","1.22652812003661"
"Jlealj27","1.17498679206609"
"jlesko","-2.32634787404084"
"JLindenberg_WFA","0.915365087842814"
"jlobkowicz","-1.88079360815125"
"jloubascom","1.55477359459685"
"JLRomoCruz","0.772193214188685"
"JLu012","-2.32634787404084"
"Jluisramirez14",NA
"jm0rt",NA
"JMaedgen","1.34075503369022"
"JMat_hew","-2.32634787404084"
"jMawgDog",NA
"jmdono60","0.772193214188685"
"jmillard92","1.22652812003661"
"JMillerRecruit","0.954165253146195"
"jmjs98","1.22652812003661"
"jmkizer","0.495850347347453"
"jmoore37","1.22652812003661"
"JMurda_Ftw",NA
"JnNoogen",NA
"jnomilk","-1.17498679206609"
"JoabAzael","1.22652812003661"
"JoakoGuarella_","1.22652812003661"
"joanna_peters","1.34075503369022"
"joannaaguirreee",NA
"JoannaAlves10",NA
"JoaoBMatozo","0.524400512708041"
"JobsInSports",NA
"JoDaBaez",NA
"jody_dickey",NA
"JodyHighflyer",NA
"joe_bertrand",NA
"Joe_Cool112","-1.88079360815125"
"Joe_Vassalotti",NA
"JoeBaber1","1.40507156030963"
"Joebruneel","-2.05374891063182"
"Joeburly","-2.05374891063182"
"JoeDeLuca",NA
"joeelector","1.55477359459685"
"JoeGarlandNY","-0.358458793251194"
"joegeoghan","-2.05374891063182"
"joeharris_stl","1.17498679206609"
"joeiac1000","0.553384719555673"
"joel_brandow","1.17498679206609"
"joel_kreider",NA
"Joel_Lugo77",NA
"joelberberena",NA
"JoelHigh","-1.1263911290388"
"joelito7321","0.385320466407568"
"Joeltk97",NA
"joemccarley_",NA
"JoennL0901",NA
"JoeParrott126",NA
"JoePolivick","-2.05374891063182"
"JoePrydeCosplay","-0.201893479141851"
"joesamael",NA
"JoesNutritionCT",NA
"Joey_Frazier",NA
"Joey_Graben",NA
"Joey91654592","-0.201893479141851"
"JoeyOndrej",NA
"JoeyPepinVOICE","0.385320466407568"
"joeywillingham",NA
"joeyyy_baca",NA
"joh_kate",NA
"john__arender","1.34075503369022"
"john_anderson6",NA
"john_chris_1","1.34075503369022"
"John_the_Pastor","1.34075503369022"
"john_torrejos",NA
"john_wallet",NA
"Johnath92040014",NA
"JohnAtkinson","1.47579102817917"
"johnbachmann80","1.55477359459685"
"johndmorey","-1.55477359459685"
"johnfrendo",NA
"JohnHedge","-2.32634787404084"
"johnhinton3","0.643345405392917"
"JohnL4","-0.915365087842814"
"Johnlovezpandaz","1.1263911290388"
"JohnMerancy","-1.88079360815125"
"Johnny_Boy413","-Inf"
"JohnnyBuckz",NA
"JohnnyCombs","-1.22652812003661"
"JohnnyG_215",NA
"johnnymason","-0.553384719555673"
"JohnnyOutlaw01",NA
"johnnyPanorama_",NA
"johnnyvape619",NA
"JohnOakey7","1.34075503369022"
"johnorcheeze",NA
"johnpowers52","1.17498679206609"
"JohnRob73745168",NA
"JohnSellers__","1.22652812003661"
"johnson_k_emily",NA
"Johnsondee10",NA
"johnsonnnfsu",NA
"johnsteezy_",NA
"JohnWag01719005",NA
"JohnWChambers1",NA
"johnwluke","0.439913165673234"
"JohnZehner_",NA
"Joint_GrantSwan",NA
"Jojengxxxxx",NA
"JoJoCastillo99",NA
"JojoG1972","0.467698799114508"
"jojojaramillo0",NA
"JojojojoR13",NA
"jojolongwayy",NA
"jojoluvscats","-2.05374891063182"
"JoJoroccs",NA
"jokermarozzney",NA
"joliepayson","0.358458793251194"
"Jon_J_E","1.47579102817917"
"JonatanDerbaq",NA
"Jonatha02603168",NA
"jonathan_ggtz",NA
"Jonathan_Nadu",NA
"JonathanBragg","0.738846849185214"
"JonathanMatthis","1.47579102817917"
"JonathanNance",NA
"Jonathanspecto2",NA
"jonathanstegall","-1.75068607125217"
"JonathanTillson","0.524400512708041"
"JonathanYunes",NA
"JonBozeka","-0.915365087842814"
"JONDOE06320",NA
"jondubin",NA
"jonesdiamon2","-Inf"
"jonesgurl11","1.22652812003661"
"JonesQuinlan",NA
"JONetwork","-Inf"
"JonFTOS","-2.05374891063182"
"JONGBUBU",NA
"joniquee",NA
"jonjovellanos",NA
"Jonny_than",NA
"JonoESmith","-2.32634787404084"
"JonSMitchell",NA
"jorda_n_ichole","-0.841621233572914"
"Jordache504",NA
"Jordan_Pace24",NA
"jordanbrandt_",NA
"JordanChabot","-0.994457883209753"
"jordanfloyd14",NA
"jordangracebail",NA
"jordanhickman19",NA
"jordanholt_",NA
"jordanoutthebox",NA
"JordanXErnest",NA
"jordynsskye",NA
"jordzdesirae",NA
"Jorgeeeeeee__",NA
"JorgeEstrada11",NA
"jorgenbalo",NA
"jose05916611",NA
"JoseCastrejon19",NA
"Josedj0",NA
"josehr20","1.22652812003661"
"josekoko",NA
"JosephALedford","1.1263911290388"
"JosephEmmerth",NA
"JosephGlennDav1","1.55477359459685"
"josephriosyk",NA
"JosephRyle",NA
"JosephZipkin","-1.34075503369022"
"Josh_J_Hamilton","-2.05374891063182"
"Josh1286","1.64485362695147"
"joshbaltazar24",NA
"Joshdelgadillo","-2.05374891063182"
"JoshGanzermill1",NA
"joshghiloni",NA
"JoshHair11",NA
"JoshhyyBoii",NA
"JoshKLawson","0.467698799114508"
"joshpk24","-0.915365087842814"
"joshspare",NA
"joshtvickery",NA
"joshua_a_becker",NA
"joshua_lemon14","1.22652812003661"
"JoshuaPerrine",NA
"JoshuaToney","1.34075503369022"
"JoshuaTWoolard","1.40507156030963"
"JoshYates1980","1.34075503369022"
"JoshZerkle","1.34075503369022"
"josmatpel","-1.64485362695147"
"Josue39875925",NA
"josueac","1.22652812003661"
"journal_mo",NA
"JoyAlex52978689",NA
"JoyBurton120604","1.22652812003661"
"joycerodrg",NA
"JoyElianna",NA
"joyjohnston",NA
"jp44094","1.40507156030963"
"jpaquin20","1.22652812003661"
"JPktik","-1.88079360815125"
"JPSwole8732","1.64485362695147"
"JQub_",NA
"JR_sfdcjunkie","-2.05374891063182"
"JRadioactiveJim","1.22652812003661"
"jramirez119",NA
"Jrayl_Transport",NA
"jrivny","-0.2533471031358"
"JRoman_17",NA
"JrSauceda3",NA
"jrtaliban3","-0.201893479141851"
"jryanshouse","1.22652812003661"
"jrzychick","1.40507156030963"
"JSantiago561",NA
"jScotty876",NA
"jsdisney870",NA
"jseattle",NA
"jsephspeaks",NA
"JSerraLionsBB",NA
"JSMeadows","-1.64485362695147"
"JSmithSays",NA
"JSSEC","1.55477359459685"
"Jstern_DVM","0.0250689082587111"
"JStrazz22",NA
"Jt3Step",NA
"JTakenaka",NA
"jtcoughlin7","1.03643338949379"
"jtejada4_",NA
"JtlChoirs",NA
"juan_marin97",NA
"JuanCas49879176",NA
"juancon61284245",NA
"JuanDeMaria_",NA
"JuaNeo24",NA
"JuaniAvz",NA
"juanita_mcbeth","-1.2815515655446"
"juanitososa",NA
"JuanRod50560927",NA
"juanTTorres9","0.738846849185214"
"juarez_romero",NA
"Jubee_Kane",NA
"JudithNwaGod","-2.05374891063182"
"judy_kravitz",NA
"Judy_Montanna",NA
"JudyJudyhumbert","0.738846849185214"
"Juel_24",NA
"juicedking23124",NA
"JuiceeMan_1","1.22652812003661"
"JuiceStopFremon",NA
"juicyglub12",NA
"juicyJAYCouture","-2.32634787404084"
"JuiicyGee",NA
"Juju_vzo",NA
"jules556904attn","0.412463129441405"
"JulesRPG","-2.32634787404084"
"julia_jenson_","1.47579102817917"
"julia_martorano",NA
"Julian_Fig","-0.877896295051228"
"JulianCzar",NA
"julianhleuterio",NA
"juliano4154",NA
"juliansoto3413",NA
"juliapergolini","-0.582841507271216"
"juliaweickk","0.706302562840088"
"julieawheeler","-1.75068607125217"
"juliebudge72",NA
"JulieEdelston","-2.32634787404084"
"JulieEWash","-0.439913165673234"
"juliegray22","-2.05374891063182"
"Juliegrrrl","1.88079360815125"
"JulienneExpo",NA
"julieohlim",NA
"JuliePalos3",NA
"juliepayettt1",NA
"JuliesFlowerDes","0.994457883209753"
"julietamo1","-1.47579102817917"
"JulietG34388370",NA
"julio_ducasse",NA
"julioleoon","1.47579102817917"
"julliiaaaaaa",NA
"Junebug_3Owens",NA
"juniperjag","-1.55477359459685"
"juprimorac_",NA
"jurbanic95","1.22652812003661"
"Just_A_Optimist",NA
"just_patches",NA
"Just_Rance_",NA
"just_shilling",NA
"just10ized",NA
"JustCallMe_Nazz",NA
"JustCallMeRois",NA
"justdoinit9",NA
"Justice_N0117","1.22652812003661"
"Justiceforrez","0.612812991016627"
"JusticeParman","-1.88079360815125"
"justin_nelson5","1.22652812003661"
"justinbaileyt",NA
"JustinBog","-2.32634787404084"
"justincook","-2.05374891063182"
"justincreates","-0.279319034447454"
"justincrowe_",NA
"justindavis23",NA
"justingicaandre",NA
"JustinKyle2808",NA
"JustinMarroquin",NA
"JustinmONeil","-1.64485362695147"
"JustinMPeters","-0.439913165673234"
"justinstevejake",NA
"JustPetro22",NA
"JustSnazz",NA
"justthisdunya",NA
"jvfromtexas",NA
"jvneemichelle",NA
"jvquelline",NA
"jvsmine1818",NA
"jwaxham56","0.643345405392917"
"JWG44","1.55477359459685"
"JWokoun","-2.32634787404084"
"JWomackKingGeek",NA
"jwrightdamyth",NA
"jxsminn05",NA
"JYCKMP",NA
"JYoung121001",NA
"Jyro32",NA
"k__urtis",NA
"K_Imani_J",NA
"K_Padge","-2.05374891063182"
"K0metKazi3",NA
"K2D_Reformed","-1.64485362695147"
"k99online",NA
"K9ofAbuja",NA
"kaaitmaarie","-2.32634787404084"
"KaareJohnson","1.22652812003661"
"kaaz96",NA
"KaboomBooks","-1.88079360815125"
"Kaboomily","-2.32634787404084"
"kachinadoll34",NA
"kachingle","-1.47579102817917"
"kadamss",NA
"Kade_702",NA
"KadenOkelberry",NA
"kadeshcarter",NA
"Kadet_Athletics","0.954165253146195"
"kaelie_link",NA
"Kaenkay","-1.47579102817917"
"kahaymon","1.64485362695147"
"kai_bike","1.47579102817917"
"kai_professor",NA
"Kaibootsu","1.22652812003661"
"Kaila7077","-1.88079360815125"
"KaileighATara","-Inf"
"kailijadea",NA
"kailyn_west",NA
"kaiodama","0.994457883209753"
"kaipettaway",NA
"kaitlyn_dottery",NA
"kaitlynboless","1.22652812003661"
"kaitlynhopes04",NA
"kaitlynnrose69",NA
"kala_wtf",NA
"kaleb211boz",NA
"KalebFree_",NA
"KalianNicole","-2.32634787404084"
"kalielvnn",NA
"KallMeKaee",NA
"KalvinLeary",NA
"kalyansuman","0.738846849185214"
"kameron_weaver1",NA
"KameronJNolder","1.75068607125217"
"kamiparsamd","0.467698799114508"
"kamtheman34","1.47579102817917"
"kamtwotimes",NA
"kaninaescamilla","1.22652812003661"
"KannapolisCOG",NA
"kannon_torres",NA
"kantha","0.176374164780861"
"karanpathk","0"
"KarenGuacamole","-1.88079360815125"
"karenmedinax",NA
"KarenMiers",NA
"karennugent22",NA
"KarenStephan","0.150969215496777"
"karimealisha",NA
"karinaaalg",NA
"Karinaasaldana","1.22652812003661"
"karinajmacias28","0.915365087842814"
"karinamelayne","0.994457883209753"
"KarinCS1997",NA
"KarissaKrissy",NA
"kariyaingiri",NA
"karizlybear",NA
"karkukla",NA
"karla_marenka","1.03643338949379"
"Karla11elysian",NA
"karla50198665",NA
"KarlKlemm",NA
"KARM96670799",NA
"karobaz57",NA
"karptonite","-1.75068607125217"
"karsonhharris",NA
"karuzol",NA
"kaseodeea","1.22652812003661"
"kasie34k2002",NA
"Kasmonique","1.22652812003661"
"kassander2",NA
"kasshmaa","-1.88079360815125"
"Kassiexsanchez",NA
"kat_spear","1.22652812003661"
"katarinaaayo","-2.32634787404084"
"katcoggy",NA
"kate_kroner","1.22652812003661"
"kateburning",NA
"KateCassity","-2.32634787404084"
"katedonati","-1.75068607125217"
"KateJaneway25","-1.88079360815125"
"katekmoseley","-2.32634787404084"
"katelyn_rooney_",NA
"katelynsercer",NA
"katemarshhhh",NA
"katenknight","-2.05374891063182"
"KatherineSober",NA
"Katherinne_Anne",NA
"KathryneHusk",NA
"KathrynS74",NA
"kathypazc","0.915365087842814"
"kathyshouses","-1.08031934081496"
"katie_davis14","1.47579102817917"
"katie_starn","1.22652812003661"
"katieactually_","0.201893479141851"
"KatieeMarino18",NA
"katlynkampmeier",NA
"katrinaexotic","0.150969215496777"
"katstarace2",NA
"KattLaRosa",NA
"katyalwt",NA
"katyftdelrey",NA
"KatyMoeller","0.772193214188685"
"kavannguyxn",NA
"kavious41",NA
"kawaii_suga",NA
"Kay_Dabs","0.994457883209753"
"kaybrae5",NA
"kaykaypr","0.674489750196082"
"kayla_garland15",NA
"kayla_guiselle",NA
"kayla_kmin",NA
"Kayla07414410",NA
"kayla84309577",NA
"KaylaAutumn","-2.32634787404084"
"KaylaC0330",NA
"kaylaeatskale","-1.88079360815125"
"kaylapowell449",NA
"kaylaxdayana",NA
"kayleehousler1",NA
"kayleejc_",NA
"KayleeMBurke",NA
"kayleeninthecut",NA
"KayleeStrange",NA
"kaylie0055",NA
"KaylubLoo",NA
"kaylymartinezz",NA
"KaymanRiley","1.22652812003661"
"Kaynecolee",NA
"KayPlumbing",NA
"kayraaa_27",NA
"kayschillace",NA
"kaytlsock","-1.55477359459685"
"kayyymarie___",NA
"KazuyaKoba",NA
"kbd1223","0.954165253146195"
"KBM240",NA
"kbwats",NA
"kc1hotboy","1.2815515655446"
"KCChiefsFan4Eva","0.954165253146195"
"kclutch__",NA
"kcturnermusic","-2.05374891063182"
"kcyalao","-0.0752698620998298"
"kdetchemendy",NA
"KDM19681",NA
"kdogg_02",NA
"kdoll_doty","1.22652812003661"
"kdyRealtor","-0.331853346436817"
"kee_whoodieee",NA
"Keearaxo",NA
"keeganfoxx","1.22652812003661"
"keegocrazy",NA
"keelah13_",NA
"keemi2viverant","-1.88079360815125"
"keepemhome1","0.2533471031358"
"KeepinItHoodBx",NA
"KeezyBang","1.22652812003661"
"kei27",NA
"keirstonabrams",NA
"Keisulaa",NA
"KeithAltarac","1.64485362695147"
"kelci_katt","-2.05374891063182"
"KelcyMae","-2.32634787404084"
"KellBell_2020",NA
"kelloggz_",NA
"KellsBells19",NA
"kelly_danaea",NA
"kelly_lynn7",NA
"kellycraig6",NA
"kellyjohns3771","1.03643338949379"
"kellyleland","-2.32634787404084"
"kellyrssss",NA
"KellyWonderlin","-1.47579102817917"
"kelon_johnson",NA
"kels_carson",NA
"kelseypreston33","-0.0250689082587111"
"keltoncoburn","1.22652812003661"
"KemianRob",NA
"ken_meltzer","-2.32634787404084"
"kendallcarson_","-2.32634787404084"
"kendallll13",NA
"kendi_keller14","1.22652812003661"
"kendra_olson98",NA
"KendraKlaren","0.0250689082587111"
"KenedeyL",NA
"kenisthaname",NA
"Kenita_Tang",NA
"kenmastersX","-2.32634787404084"
"kenmergency",NA
"kennieaston6","1.22652812003661"
"kennnyraquel",NA
"KennyFogle","-0.738846849185214"
"KennyMcFunny",NA
"KenSanDiego","-1.03643338949379"
"kensycoop",NA
"Kent_PubCitizen","0.80642124701824"
"KentaroPJJ",NA
"KentMccay",NA
"KenyanKopite","0.227544976641149"
"kenz__lynnn",NA
"Kenzi_Howe",NA
"Kenzie_N13",NA
"kenzieelaurennn",NA
"kenziekate1989",NA
"kenziewalker22","1.40507156030963"
"kenziraewood","1.22652812003661"
"keoshascouch","-2.05374891063182"
"KerahNoelle",NA
"kerpyro",NA
"kerriLittleFis1",NA
"KerrShaunah",NA
"kertime","1.55477359459685"
"KeshunCarroll20",NA
"KEVARGO_",NA
"KevCoSmith","1.17498679206609"
"kevin_sa22",NA
"KevinASanchez95",NA
"KevinCahalane","-0.467698799114508"
"KevinJ_McNamara","0.643345405392917"
"KevinMichaelB","1.03643338949379"
"KevinModesti","0.150969215496777"
"KevinMOKeefe1","1.22652812003661"
"KevinPeter35","1.22652812003661"
"KevinSheehanII","-2.32634787404084"
"kevinsmazda",NA
"kevintpayne","-2.32634787404084"
"KevinZegers","-1.08031934081496"
"kevinzola","1.2815515655446"
"kevknguyen",NA
"kevodevo13",NA
"kevshawn478","-2.32634787404084"
"Key2TheThrone","0.150969215496777"
"keyonenixon",NA
"KeyvoneL",NA
"KEYwashere_",NA
"kgnzalez14",NA
"kgood81",NA
"kgthatboyykev",NA
"khaidir360",NA
"khaleassi",NA
"KhaleesiMarlyne",NA
"khaligucci","0.994457883209753"
"khalysiaa",NA
"KhayKapri",NA
"KhushAndOJ",NA
"khyree_ballhard","1.22652812003661"
"KianaAmari1",NA
"KianaHarte",NA
"kiananyborg",NA
"kiaraaawi",NA
"kiaragajo",NA
"Kid__Infinity",NA
"Kidant96",NA
"Kiddddre",NA
"KiddM8v7xn","1.03643338949379"
"KiddoSpade",NA
"KidFlash2016","1.22652812003661"
"KidspaceMuseum",NA
"kieraroot","-2.05374891063182"
"KierstinRowell",NA
"kikigrl29","1.22652812003661"
"KikiKoymarianos","1.08031934081496"
"kikobtcfxrich",NA
"Kilgore_Khorey5","1.47579102817917"
"killermicrobe","1.75068607125217"
"killgen","1.22652812003661"
"KillShot_Grips",NA
"KilluaDraven",NA
"KilluaJohnson",NA
"KillxSmiff","1.03643338949379"
"KiloBravo79","-Inf"
"KILOGNASH",NA
"kimayrom","-2.05374891063182"
"kimber61726744",NA
"Kimberlee201",NA
"Kimberleem","-1.64485362695147"
"kimberly2799",NA
"kimbooowww","-2.05374891063182"
"kimbosliccee",NA
"KimDavi92589697",NA
"kimjolasun",NA
"Kimmunity87","-2.32634787404084"
"kimmykatt00","-2.32634787404084"
"KimPark73337361",NA
"Kimrich67","1.22652812003661"
"Kimsanders2012","-2.05374891063182"
"KimSever2",NA
"kincaid_rabb","-2.32634787404084"
"kindraf","-1.64485362695147"
"kineticbeat",NA
"King__Teezy",NA
"King_Ayanaa",NA
"King_EMac","-2.05374891063182"
"kingbobo_","-2.32634787404084"
"KingBStrong",NA
"kingcallier",NA
"KingDamo25",NA
"KingDaveYCN",NA
"KingElijah__",NA
"KinggD_",NA
"KingggKiki",NA
"kinggkapi",NA
"KingHart1516","-0.0752698620998298"
"kinghodor7210","1.34075503369022"
"kingkdagoat",NA
"KingOfArdmore",NA
"KingofBandits14",NA
"kingofcbus","-2.32634787404084"
"KingofPrussiaPA","-1.2815515655446"
"Kingofrocks_",NA
"kingprimetime21",NA
"kingpuffs",NA
"KingTarver__",NA
"kingterranceee",NA
"KingTutDaSavage",NA
"KinGw3ss",NA
"KINGxDABURA",NA
"KinleyRighter",NA
"Kinng_Entt",NA
"kinqpins",NA
"Kinsley_Forest","1.22652812003661"
"KinteviusR",NA
"kips206","-1.08031934081496"
"Kiranansi",NA
"KirkCruz","-2.32634787404084"
"Kirko305",NA
"kirkphillips1",NA
"kirstenbuchta",NA
"kisboros","1.64485362695147"
"KiserKati",NA
"Kisses_nhearts",NA
"KissMyDarie_ere",NA
"kissthecannon","-2.05374891063182"
"kithara37","-2.32634787404084"
"kitkat_nunez",NA
"Kitty__Kass",NA
"kitty_13","1.22652812003661"
"kittykatt527","-2.05374891063182"
"kittyline39213","-1.47579102817917"
"Kiwon313","-2.32634787404084"
"Kj_Cruz21",NA
"KJay_0",NA
"KJEveryday","-1.88079360815125"
"KJJRAM","1.47579102817917"
"kkaylarose",NA
"kkenyonnn",NA
"kkenzie_5","1.22652812003661"
"Kking_ty",NA
"KLEWNews","1.08031934081496"
"KLuquin36",NA
"klutch_kevin",NA
"KlyseAdvisory",NA
"km_lives",NA
"KMakesBeats",NA
"KMarcusBrandon","0.553384719555673"
"kmaustinyoung",NA
"kmdq",NA
"kmontoya210",NA
"kmw575",NA
"knackeredjackee",NA
"kndall_","1.22652812003661"
"knight_owl97",NA
"knkoutsold",NA
"KnolShare","0.612812991016627"
"knowledgej","0.643345405392917"
"KnownAs_ETap",NA
"KnoxAnton",NA
"knsznn",NA
"knudson_lauren","-1.2815515655446"
"KoaeWaimea",NA
"koalaxbabe",NA
"kobby_travis",NA
"Kobe_Combs",NA
"KobeJordanJabar",NA
"kodee_foster","-2.05374891063182"
"KofiAdemola","-2.05374891063182"
"KOIinsulin4all",NA
"kolbbsss",NA
"koleengasmna",NA
"Komaldp1969",NA
"KomradeKret","-2.05374891063182"
"kon_chez","1.47579102817917"
"Kony18021117",NA
"korokstudios","-2.32634787404084"
"Kosuke_Sensei",NA
"Kourt17","-2.32634787404084"
"kozierachi","0.994457883209753"
"kpopgotmetrash",NA
"kprince71",NA
"Kratosbeats",NA
"KrewNico_YH",NA
"KRHollen","0.841621233572914"
"KrisjanHiner","-1.08031934081496"
"krispykrunch3","1.03643338949379"
"krissnyder333","1.1263911290388"
"krisss_boeshore",NA
"kristalmayrose",NA
"kristen_frankie",NA
"Kristen90775171","-0.201893479141851"
"KristenOlmi","-1.64485362695147"
"kristieistired","0.915365087842814"
"KristimoonAOA","-2.05374891063182"
"Kristina___F","-2.32634787404084"
"kristinkujath",NA
"kriswill123","1.22652812003661"
"KRISWUXTAN",NA
"krowface","-2.05374891063182"
"kruegeria",NA
"KrustyDustyKrab","-0.954165253146194"
"KruthiKanj",NA
"KrynnH","1.22652812003661"
"kshills22",NA
"KSmoove81","1.22652812003661"
"KT_Barrows","0.643345405392917"
"kt_sinback","-2.32634787404084"
"kthwasa",NA
"ktzhu","-1.75068607125217"
"kuja_xxx",NA
"KundaCurtisha",NA
"KunsmanLily",NA
"Kurses_NKursive","-Inf"
"kurtierupp","1.47579102817917"
"KurtlandP",NA
"Kurtreindeer",NA
"kuurocats",NA
"KValentin22",NA
"kvbuckley","-0.706302562840088"
"Kvnrmrz","-1.1263911290388"
"Kvss_M",NA
"Kvyyy17",NA
"KWarner87","-1.88079360815125"
"kwauve42",NA
"kweenwithak_",NA
"Kwinchester2001",NA
"Kwreyes_",NA
"KxngSxmbv",NA
"kxxmmyyy",NA
"ky_sulli",NA
"KyDawnE","1.47579102817917"
"Kyla_Go","-2.32634787404084"
"KylaMitch3",NA
"Kyle_Crook",NA
"Kyle_Jordan","1.40507156030963"
"Kyle_Prudhomme",NA
"KyleDeMarino","0.994457883209753"
"KyleGaugh",NA
"KyleHughes_10",NA
"kyleighrenay",NA
"kylekuzna",NA
"Kyler_Richards",NA
"kylerpowe",NA
"kylerwalker49","0.524400512708041"
"kylie_robey",NA
"kylieefraz",NA
"KyOlson12",NA
"kyraaadoan",NA
"kyreemitchell02",NA
"Kysociety",NA
"Kysus_",NA
"Kyvmvmoto",NA
"Kyyronn",NA
"KZSCspins",NA
"L_Hyatt4",NA
"L_R_Dittman",NA
"L07Joshua","1.08031934081496"
"la_mirr",NA
"La_Naturalista","-2.32634787404084"
"LA1850","1.88079360815125"
"LabradorEduardo","1.22652812003661"
"LaceOh",NA
"laceymarie240",NA
"LACScottsdale","1.08031934081496"
"LaDonna69562086",NA
"Ladrae_22",NA
"lady_jashhh",NA
"ladydshops","2.05374891063182"
"ladygingermint","-2.32634787404084"
"LadyJackieB",NA
"LADYPA12","0.524400512708041"
"ladytee1614","0.915365087842814"
"LadyTenTS",NA
"LadyTitanSwish",NA
"laela_kurdali",NA
"laila_coleman1",NA
"LaineeMorgan","1.22652812003661"
"LaJadaaa__",NA
"LakelandLakers",NA
"lakersiii",NA
"laketwentytwo","-1.75068607125217"
"Lakey986",NA
"LambTori",NA
"LamontParis",NA
"lampsareneat","1.22652812003661"
"LanaIsNumber1",NA
"LaNate7_",NA
"lancstoryslam",NA
"Landon_TSNTL","-0.201893479141851"
"LaneOnAir",NA
"lanetria_w","-0.582841507271216"
"lansdownrefugee","0.80642124701824"
"larielmusic","-2.05374891063182"
"larissaSjuliano","-Inf"
"larkinclem",NA
"LaRonJamesKC","-1.1263911290388"
"larryballjr5j","1.75068607125217"
"LarryDa66290060","-0.553384719555673"
"LarryFrancis918","1.22652812003661"
"LarryHultz","1.55477359459685"
"Larrylarraldo",NA
"larumbe_12",NA
"LaSarahhh4",NA
"LashanteAmbri",NA
"lasimisal",NA
"lasvegas_david",NA
"LaszloBock","-1.64485362695147"
"LaToyaEvans918","0.612812991016627"
"LauchaDaverio",NA
"laur_for_sure",NA
"LauraD_In_Indy","-1.88079360815125"
"lauradavis","0.150969215496777"
"lauraims17",NA
"lauranuech",NA
"lauratnklr",NA
"LaurelClerk","0.150969215496777"
"Lauren_E_Scott","1.03643338949379"
"laurenamada",NA
"laureneppersonn",NA
"laurenfrontier",NA
"laureniisabella",NA
"laurenslovelys",NA
"laurensofolga",NA
"LaurenZernov",NA
"Laurwah","-1.17498679206609"
"lautilucero10",NA
"lauwenzzzz",NA
"lavlitt",NA
"LawAndDogs",NA
"laylairavani",NA
"LayzieLos","1.22652812003661"
"LaZ_BoySports",NA
"LazzerWood","-1.88079360815125"
"lbaufrau","-0.305480788099397"
"LbPaige","1.22652812003661"
"lcbate11",NA
"LDLG","0.385320466407568"
"LDogHines","-0.331853346436817"
"LE_Elite",NA
"LeadproExpert","0.524400512708041"
"leah_coso",NA
"LeahClarkVA","-0.738846849185214"
"leahmriley",NA
"LeahRegister",NA
"LeahTheLegend",NA
"Lean_Mfg","1.64485362695147"
"leann_nguyenn","-2.05374891063182"
